cod_jugador,nombre,cod_equipo,pierna,altura,pais,codigo_fifa
15088,Niall O'Keeffe,653,Right,"175cm / 5'9""",Republic of Ireland,255990
15089,Curtis Ofori,96,Left,"168cm / 5'6""",United States,261639
15090,Jakub Ojrzyński,6,Right,"196cm / 6'5""",Poland,269791
15091,Koen Oostenbrink,654,Right,"190cm / 6'3""",Holland,70574
15092,Laurenz Orgler,355,Right,"187cm / 6'2""",Austria,71439
15093,Matt Orr,415,Left,"188cm / 6'2""",Hong Kong,71469
15094,Mohamed Oukhattou,325,Right,"180cm / 5'11""",Holland,277220
15095,Timothy Noor Ouma,398,Right,"183cm / 6'0""",Kenya,271645
15096,Leander Øy,504,Right,"182cm / 6'0""",Norway,269715
15097,Emil Özkan,632,Right,"178cm / 5'10""",Sweden,264518
15098,Park Chu Young,219,Right,"182cm / 6'0""",Korea Republic,165889
15099,Park Kyu Min,380,Right,"180cm / 5'11""",Korea Republic,267752
15100,Christie Pattisson,653,Right,"180cm / 5'11""",England,71606
15101,Adam Pavlesic,459,Right,"189cm / 6'2""",Australia,257892
15102,Laurits Raun Pedersen,434,Right,"181cm / 5'11""",Denmark,277844
15103,Adrián Peña,523,Right,"184cm / 6'0""",Bolivia,277075
15104,Jaden Pinas,530,Right,"187cm / 6'2""",Holland,275865
15105,Ernesto Pinillos,564,Right,"180cm / 5'11""",Peru,70533
15106,Alfie Pond,91,Right,"191cm / 6'3""",England,264622
15107,Kristian Popović,371,Right,"184cm / 6'0""",Australia,253752
15108,Davide Popșa,514,Right,"175cm / 5'9""",Romania,70242
15109,James Pradic,295,Right,"190cm / 6'3""",Wales,270757
15110,Dejan Radonjic,213,Right,"185cm / 6'1""",Austria,73666
15111,Ramhlunchhunga Ramhlunchhunga,657,Right,"169cm / 5'7""",India,277567
15112,Jonas Dobloug Rasen,619,Right,"179cm / 5'10""",Norway,274922
15113,Peter Remmert,320,Right,"193cm / 6'4""",Germany,72965
15114,Laldinliana Renthlei,444,Right,"175cm / 5'9""",India,248274
15115,Jake Richards,558,Left,"178cm / 5'10""",England,278136
15116,Mauro Rodas,575,Right,"188cm / 6'2""",Paraguay,71774
15117,Luca Ross,566,Right,"177cm / 5'10""",Scotland,276789
15118,Ruan Yang,415,Left,"176cm / 5'9""",China PR,222349
15119,Noah Rupp,345,Left,"184cm / 6'0""",Switzerland,263985
15120,Mansour Saeed,105,Left,"176cm / 5'9""",United Arab Emirates,277572
15121,Charles Sagoe Jr,618,Right,"179cm / 5'10""",England,278779
15122,Rodrigo Sandoval,438,Right,"186cm / 6'1""",Chile,259548
15123,Santiago Santacruz,386,Right,"175cm / 5'9""",Colombia,71592
15124,Talha Sarıarslan,362,Right,"175cm / 5'9""",Turkey,274549
15125,Aron Sasu,640,Right,"190cm / 6'3""",Norway,274228
15126,Maarten Schut,513,Right,"180cm / 5'11""",Holland,260042
15127,Josh Seary,295,Right,"181cm / 5'11""",Republic of Ireland,277325
15128,Jack Senga,476,Right,"189cm / 6'2""",Belgium,264053
15129,Hitesh Sharma,553,Right,"173cm / 5'8""",India,248251
15130,Ross Sinclair,487,Right,"197cm / 6'6""",Scotland,252730
15131,Sandeep Singh,554,Right,"175cm / 5'9""",India,258410
15132,Boris Singh,540,Right,"161cm / 5'3""",India,259648
15133,Raf Smekens,395,Left,"170cm / 5'7""",Belgium,251621
15134,Ramzi Solan,149,Right,"170cm / 5'7""",Saudi Arabia,242558
15135,Song Jun Seok,509,Left,"174cm / 5'9""",Korea Republic,261582
15136,Karim Sow,315,Right,"198cm / 6'6""",Switzerland,263968
15137,Alexandru Stan,573,Right,"188cm / 6'2""",Romania,272751
15138,Taylor Steven,487,Right,"175cm / 5'9""",Scotland,277641
15139,Miłosz Strzeboński,588,Right,"181cm / 5'11""",Poland,269427
15140,Jakov Šuver,635,Right,"190cm / 6'3""",Croatia,72526
15141,Gianluca Swajkowski,498,Right,"185cm / 6'1""",Germany,71288
15142,Sil Swinkels,19,Right,"190cm / 6'3""",Holland,264411
15143,Chris Sze,565,Right,"186cm / 6'1""",England,265694
15144,Liam Tahwildaran,560,Right,"178cm / 5'10""",Sweden,70143
15145,Kian Taylor,295,Right,"174cm / 5'9""",England,276910
15146,Basil Tuma,476,Right,"178cm / 5'10""",Malta,271928
15147,Cian Tyler,233,Right,"203cm / 6'8""",Wales,254293
15148,Joël van der Wilt,530,Right,"187cm / 6'2""",Holland,277857
15149,Simon Wæver,603,Right,"182cm / 6'0""",Denmark,73295
15150,Wang Qiao,415,Left,"178cm / 5'10""",China PR,241322
15151,Wang Xianjun,344,Right,"188cm / 6'2""",China PR,243102
15152,Wang Yaopeng,292,Right,"188cm / 6'2""",China PR,224550
15153,Yusuf Wardak,534,Right,"180cm / 5'11""",Germany,73171
15154,Alexander Warneryd,639,Right,"179cm / 5'10""",Sweden,70330
15155,Mitchell Wassenne,42,Left,"172cm / 5'8""",Chile,263473
15156,Leon-Oumar Wechsel,177,Right,"190cm / 6'3""",Germany,276041
15157,Wei Lai,505,Right,"178cm / 5'10""",China PR,241621
15158,Wei Minzhe,415,Right,"193cm / 6'4""",China PR,261931
15159,Charlie Whitaker,42,Right,"179cm / 5'10""",England,268633
15160,Kai Whitmore,651,Right,"178cm / 5'10""",Wales,72953
15161,Andrew Wogan,655,Right,"189cm / 6'2""",Republic of Ireland,274852
15162,Josh Woods,652,Right,"179cm / 5'10""",England,263811
15163,Bachirou Yameogo,356,Right,"192cm / 6'4""",Burkina Faso,276756
15164,Yan Zhiyu,292,Right,"170cm / 5'7""",China PR,242700
15165,Noah Yannick,302,Left,"180cm / 5'11""",Cameroon,73496
15166,Ye Daochi,505,Right,"180cm / 5'11""",China PR,275189
15167,Miska Ylitolva,590,Right,"178cm / 5'10""",Finland,266676
15168,Jack Young,508,Right,"171cm / 5'7""",England,251407
15169,Yu Sun,278,Right,"188cm / 6'2""",Korea Republic,274050
15170,Marlon Zacharias,598,Right,"189cm / 6'2""",Germany,72959
15171,Zhang Chi,190,Right,"182cm / 6'0""",China PR,192008
15172,Zhao Yingjie,382,Right,"184cm / 6'0""",China PR,233451
15173,Zhu Yue,382,Right,"185cm / 6'1""",China PR,261930
15174,Adam Zimarino,432,Left,"182cm / 6'0""",Australia,267737
15175,Malwin Zok,534,Right,"195cm / 6'5""",Germany,276607
15176,Albin Ahlstrand,599,Right,"184cm / 6'0""",Sweden,273613
15177,Malek Al Abdulmunem,56,Right,"185cm / 6'1""",Saudi Arabia,255836
15178,Sultan Al Akouz,215,Left,"177cm / 5'10""",Saudi Arabia,269686
15179,Mohammed Al Aqeel,596,Right,"177cm / 5'10""",Saudi Arabia,276114
15180,Mohammed Al Aqel,596,Right,"182cm / 6'0""",Saudi Arabia,263403
15181,Abdulrahman Al Enazi,133,Right,"172cm / 5'8""",Saudi Arabia,277454
15182,Abdulaziz Al Hotailah,333,Left,"175cm / 5'9""",Saudi Arabia,275559
15183,Osama Al Mermish,21,Right,"182cm / 6'0""",Saudi Arabia,271569
15184,Abdulaziz Al Ouwiradi,596,Left,"182cm / 6'0""",Saudi Arabia,276673
15185,Abdulrahman Al Riou,333,Left,"189cm / 6'2""",Saudi Arabia,235479
15186,Abdulrahman Al Sanbi,25,Right,"181cm / 5'11""",Saudi Arabia,263867
15187,Yaseen Al Zubaidi,25,Left,"176cm / 5'9""",Saudi Arabia,277475
15188,Iker Aldai,244,Right,"182cm / 6'0""",Spain,278527
15189,Isak Alemayehu,311,Right,"177cm / 5'10""",Sweden,272965
15190,Naif Almas,56,Right,"177cm / 5'10""",Saudi Arabia,246837
15191,Matías Alvarado,408,Left,"178cm / 5'10""",Chile,71719
15192,Eugene Amankwah,524,Left,"180cm / 5'11""",Ghana,73372
15193,Viktor Andersson,542,Right,"189cm / 6'2""",Sweden,270575
15194,Enzo Andrén,398,Right,"175cm / 5'9""",Sweden,71307
15195,Mayowa Animasahun,654,Right,"184cm / 6'0""",Republic of Ireland,264151
15196,Oskar Annell,231,Right,"190cm / 6'3""",Belgium,277207
15197,Ethon Archer,646,Right,"173cm / 5'8""",England,73159
15198,Muhammed Eren Arıkan,362,Left,"174cm / 5'9""",Turkey,277765
15199,Nóel Arnórsson,524,Left,"187cm / 6'2""",Iceland,73127
15200,Ahmedin Avdic,357,Right,"183cm / 6'0""",Switzerland,73564
15201,Daniel Bąk,588,Right,"181cm / 5'11""",Poland,278908
15202,Moritz Bangerter,568,Right,"192cm / 6'4""",Germany,70202
15203,Norbert Barczak,388,Right,"183cm / 6'0""",Poland,278974
15204,Vincy Barretto,574,Right,"170cm / 5'7""",India,263224
15205,Jay Benn,543,Right,"177cm / 5'10""",England,270720
15206,Kevin Berkoe,620,Left,"178cm / 5'10""",England,248815
15207,Léo Besson,237,Right,"187cm / 6'2""",Kosovo,276665
15208,Bryant Bilongo,606,Left,"180cm / 5'11""",England,273535
15209,Jay Bird,558,Right,"186cm / 6'1""",England,252549
15210,Nathanael Blair,474,Right,"180cm / 5'11""",Australia,270121
15211,Iker Blanco,386,Right,"186cm / 6'1""",Colombia,71591
15212,Zak Bradshaw,644,Left,"188cm / 6'2""",England,70836
15213,Jack Brady,605,Right,"182cm / 6'0""",Republic of Ireland,244701
15214,Magnus Brøndbo,162,Right,"188cm / 6'2""",Norway,273044
15215,Richard Brush,630,Right,"185cm / 6'1""",England,138431
15216,Rumarn Burrell,622,Right,"185cm / 6'1""",England,252330
15217,Mario Butros,560,Right,"181cm / 5'11""",Sweden,71153
15218,Hayden Cann,654,Right,"189cm / 6'2""",England,259234
15219,Linus Carlstrand,481,Right,"184cm / 6'0""",Sweden,270503
15220,Jacob Carney,651,Right,"188cm / 6'2""",England,257469
15221,Jacob Castro,186,Right,"193cm / 6'4""",United States,272755
15222,Souvik Chakrabarti,413,Right,"171cm / 5'7""",India,248177
15223,Cheng Changcheng,292,Right,"182cm / 6'0""",China PR,221980
15224,Ayush Chhetri,540,Right,"176cm / 5'9""",India,271011
15225,Choi Geon Ju,279,Right,"175cm / 5'9""",Korea Republic,255245
15226,Adam Chojecki,588,Right,"180cm / 5'11""",Poland,279020
15227,Makan Winkle Chothe,656,Left,"169cm / 5'7""",India,257684
15228,Farukh Choudhary,574,Right,"180cm / 5'11""",India,248319
15229,Joel Colwill,646,Right,"178cm / 5'10""",Wales,277584
15230,Cameron Congreve,647,Left,"180cm / 5'11""",Wales,268306
15231,George Cooper,528,Right,"188cm / 6'2""",England,262636
15232,Michel Dammeier,649,Right,"182cm / 6'0""",Germany,72681
15233,Antoine De Bodt,507,Right,"180cm / 5'11""",Belgium,72647
15234,Finn Delap,622,Right,"182cm / 6'0""",England,276060
15235,Matias Delgadillo,523,Right,"181cm / 5'11""",Bolivia,72673
15236,Luke Dennison,655,Right,"190cm / 6'3""",United States,261284
15237,Emir Derviskadic,520,Right,"172cm / 5'8""",Norway,71862
15238,Gora Diouf,424,Left,"185cm / 6'1""",Senegal,275027
15239,Hamish Douglas,489,Right,"188cm / 6'2""",England,277613
15240,Seiminlen Doungel,493,Right,"172cm / 5'8""",India,247627
15241,James Edmondson,250,Right,"176cm / 5'9""",England,278317
15242,Deniz Ertaş,179,Right,"193cm / 6'4""",Turkey,278024
15243,Logan Farrington,142,Right,"188cm / 6'2""",United States,71257
15244,César Flores,523,Right,"174cm / 5'9""",Bolivia,71643
15245,Brandon Forbes,592,Right,"178cm / 5'10""",Scotland,73839
15246,Joseph Forde,653,Right,"178cm / 5'10""",Australia,268405
15247,Gustav Fraulo,595,Right,"183cm / 6'0""",Denmark,70575
15248,Gabriel Fuentes,436,Right,"188cm / 6'2""",Chile,256599
15249,Julian Gaines,102,Right,"178cm / 5'10""",United States,264366
15250,Rareș Gal,473,Right,"186cm / 6'1""",Romania,271164
15251,Oisin Gallagher,543,Right,"188cm / 6'2""",Republic of Ireland,264802
15252,Christian Gammelgaard,538,Left,"185cm / 6'1""",Denmark,264822
15253,Berkant Gedikli,498,Right,"180cm / 5'11""",Turkey,73006
15254,Konstantin Gerhardt,598,Right,"175cm / 5'9""",Germany,72960
15255,Shahzat Ghojaehmet,415,Right,"179cm / 5'10""",China PR,272622
15256,Parthib Gogoi,578,Right,"177cm / 5'10""",India,272312
15257,Albino Giovanni Gomes,493,Right,"189cm / 6'2""",India,248284
15258,Dani González,241,Right,"180cm / 5'11""",Spain,271413
15259,Paul Grave,191,Right,"193cm / 6'4""",Germany,247656
15260,Jack Grieves,641,Right,"180cm / 5'11""",England,273600
15261,Mohammed Harboush,35,Right,"175cm / 5'9""",Saudi Arabia,273897
15262,Ben Hatton,489,Right,"177cm / 5'10""",England,70432
15263,Lorcan Healy,614,Right,"180cm / 5'11""",Republic of Ireland,267736
15264,Krisztián Hegyi,566,Right,"193cm / 6'4""",Hungary,274104
15265,Louie Holzman,476,Right,"186cm / 6'1""",England,266329
15266,Karim Hüneburg,358,Right,"193cm / 6'4""",Germany,73010
15267,Ibon Ispizua,244,Right,"185cm / 6'1""",Spain,277831
15268,Darius Iurasciuc,597,Right,"178cm / 5'10""",Romania,276419
15269,Aniket Jadhav,493,Right,"174cm / 5'9""",India,253499
15270,Jakub Jezierski,482,Left,"186cm / 6'1""",Poland,71917
15271,Jin Shunkai,304,Right,"188cm / 6'2""",China PR,277017
15272,Owen Jochmans,383,Right,"185cm / 6'1""",Belgium,258399
15273,Nate Jones,284,Left,"190cm / 6'3""",United States,70217
15274,August Karlin,497,Right,"178cm / 5'10""",Sweden,272933
15275,Josh Keeley,18,Right,"191cm / 6'3""",Republic of Ireland,259596
15276,Lukas Kirkegaard,510,Right,"185cm / 6'1""",Denmark,278367
15277,Peder Klausen,499,Right,"185cm / 6'1""",Norway,270543
15278,John Klein,111,Right,"170cm / 5'7""",United States,275485
15279,Olaf Korczakowski,268,Left,"177cm / 5'10""",Poland,276884
15280,Johan Kury,357,Right,"178cm / 5'10""",Switzerland,275709
15281,Kwak Seung Min,401,Right,"186cm / 6'1""",Korea Republic,273811
15282,Provat Lakra,413,Right,"170cm / 5'7""",India,248327
15283,Lalchungnunga Lalchungnunga,413,Right,"183cm / 6'0""",India,271396
15284,Ole Langbråten,601,Right,"188cm / 6'2""",Norway,70119
15285,Jake Leake,283,Left,"179cm / 5'10""",England,263648
15286,Lee Joo Hyun,278,Right,"188cm / 6'2""",Korea Republic,255239
15287,Lee Jong Wook,332,Right,"180cm / 5'11""",Korea Republic,255323
15288,Lee Seung Won,278,Right,"174cm / 5'9""",Korea Republic,274035
15289,Matt Lendfers,396,Right,"190cm / 6'3""",Belgium,272336
15290,Tucker Lepley,126,Right,"170cm / 5'7""",United States,72827
15291,Li Zhi,415,Left,"178cm / 5'10""",China PR,70056
15292,Li Ning,423,Left,"180cm / 5'11""",China PR,272759
15293,Liu Pujin,354,Right,"181cm / 5'11""",China PR,70062
15294,Liu Xinyu,382,Right,"183cm / 6'0""",China PR,248222
15295,August Ljungberg,632,Left,"180cm / 5'11""",Sweden,276375
15296,Alfons Lohake,560,Right,"179cm / 5'10""",Sweden,71158
15297,Diamant Lokaj,572,Right,"180cm / 5'11""",Kosovo,277886
15298,Lu Yongtao,505,Right,"186cm / 6'1""",China PR,269033
15299,Jack Lynn,125,Right,"185cm / 6'1""",United States,268767
15300,Ronan Maher,626,Left,"175cm / 5'9""",Republic of Ireland,270544
15301,Kaelan Majekodunmi,474,Right,"188cm / 6'2""",Australia,277438
15302,Gustavo Marecos,468,Right,"175cm / 5'9""",Paraguay,71088
15303,Cristian Martínez,575,Right,"181cm / 5'11""",Paraguay,71072
15304,Joel McGregor,627,Right,"170cm / 5'7""",England,279766
15305,Callan McKenna,77,Right,"188cm / 6'2""",Scotland,72026
15306,Ninthoi Meetei,529,Right,"163cm / 5'4""",India,253708
15307,Marcus Melchior,631,Right,"170cm / 5'7""",Norway,69965
15308,Max Meyer,506,Right,"175cm / 5'9""",Germany,279793
15309,Mirshad Michu,578,Right,"179cm / 5'10""",India,259732
15310,Bryce Miranda,554,Left,"175cm / 5'9""",India,270629
15311,Araphat Mohammed,319,Left,"176cm / 5'9""",Ghana,71342
15312,Amín Molinas,290,Right,"175cm / 5'9""",Paraguay,279477
15313,Rudi Molotnikov,406,Right,"179cm / 5'10""",Scotland,277993
15314,D'Alessandro Montenegro,564,Right,"174cm / 5'9""",Peru,70526
15315,Pierrick Moulin,424,Right,"182cm / 6'0""",Switzerland,73178
15316,Ross Munro,654,Right,"182cm / 6'0""",Scotland,252788
15317,Assane N'Doye,435,Left,"178cm / 5'10""",Senegal,277980
15318,Kiyan Nassiri,574,Right,"178cm / 5'10""",India,266718
15319,Adam Nhaili,396,Right,"174cm / 5'9""",Belgium,279807
15320,Damian Nigg,429,Right,"178cm / 5'10""",Switzerland,277018
15321,Wally Njie,631,Right,"180cm / 5'11""",Norway,271615
15322,Nolan Norris,142,Left,"178cm / 5'10""",United States,272603
15323,Arne Hopland Ødegård,619,Right,"178cm / 5'10""",Norway,275059
15324,Nickson Okosun,648,Left,"187cm / 6'2""",Republic of Ireland,271947
15325,Javier Otero,125,Right,"198cm / 6'6""",Venezuela,277189
15326,Dylan Oyarzún,328,Right,"185cm / 6'1""",Chile,71896
15327,Muhammet Ali Özbaskıcı,293,Right,"172cm / 5'8""",Turkey,277884
15328,Adrián Palacios,141,Left,"186cm / 6'1""",Venezuela,72955
15329,Jamie Pardington,543,Right,"195cm / 6'5""",England,245335
15330,Isaiah Parente,126,Right,"178cm / 5'10""",United States,260421
15331,Nick Pariano,201,Right,"170cm / 5'7""",United States,70141
15332,Park Chang Woo,380,Right,"178cm / 5'10""",Korea Republic,266321
15333,Liam Parker,487,Left,"191cm / 6'3""",Scotland,277640
15334,Tobias Pfeffer,442,Right,"180cm / 5'11""",Austria,276448
15335,Karl Pischon,623,Right,"181cm / 5'11""",Germany,72756
15336,Sebastian Quirk,652,Right,"175cm / 5'9""",England,270374
15337,Ben Radcliffe,409,Right,"184cm / 6'0""",England,269931
15338,Oliver Ramis,438,Right,"173cm / 5'8""",Chile,71933
15339,Amey Ranawade,444,Right,"167cm / 5'6""",India,253726
15340,Princeton Rebello,529,Right,"171cm / 5'7""",India,253722
15341,Kaylen Reitmaier,189,Right,"197cm / 6'6""",Germany,276494
15342,Alberto Risco,71,Left,"178cm / 5'10""",Spain,71977
15343,Darren Robinson,409,Right,"180cm / 5'11""",Northern Ireland,270593
15344,Roger Rojas,348,Right,"181cm / 5'11""",Paraguay,226443
15345,Baptiste Rolland,595,Right,"186cm / 6'1""",France,273852
15346,Tadhg Ryan,625,Right,"181cm / 5'11""",Republic of Ireland,227545
15347,Henry Rylah,486,Right,"180cm / 5'11""",England,279568
15348,Adrian Sæther,642,Right,"197cm / 6'6""",Norway,269754
15349,Ryan Sandford,637,Right,"188cm / 6'2""",England,233505
15350,Aakash Sangwan,540,Left,"178cm / 5'10""",India,270735
15351,Shubham Sarangi,493,Right,"179cm / 5'10""",India,248290
15352,Rilwanu Sarki,105,Right,"162cm / 5'4""",Nigeria,71653
15353,Luca Schmidt,608,Right,"188cm / 6'2""",Germany,73541
15354,Tyrell Sellars-Fleming,283,Right,"173cm / 5'8""",England,278708
15355,Oliver Semmle,201,Right,"191cm / 6'3""",Germany,70853
15356,Alex Servian,562,Left,"168cm / 5'6""",Paraguay,277319
15357,Laurence Shala,508,Left,"189cm / 6'2""",Kosovo,276966
15358,Harrison Sharp,593,Right,"189cm / 6'2""",Scotland,262358
15359,Jack Shorrock,604,Left,"178cm / 5'10""",England,277412
15360,Sol Sidibé,249,Right,"177cm / 5'10""",England,277365
15361,Jitendra Singh,574,Right,"169cm / 5'7""",India,253502
15362,Gurmeet Singh,578,Right,"183cm / 6'0""",India,260106
15363,Kamaljit Singh,413,Right,"185cm / 6'1""",India,248301
15364,Arshdeep Singh,540,Right,"181cm / 5'11""",India,253672
15365,Jakub Snopczyński,580,Right,"174cm / 5'9""",Poland,269090
15366,Simone Stroscio,429,Right,"176cm / 5'9""",Switzerland,276644
15367,Jithin Subran,578,Right,"169cm / 5'7""",India,271664
15368,Ellis Taylor,645,Left,"182cm / 6'0""",England,263990
15369,Alfie Taylor,283,Right,"185cm / 6'1""",England,70323
15370,Dylan Teves,186,Right,"172cm / 5'8""",United States,268327
15371,Josh Thomas,352,Right,"172cm / 5'8""",Wales,277353
15372,Tian Ziyi,423,Right,"185cm / 6'1""",China PR,276571
15373,Redeem Tlang,578,Right,"166cm / 5'5""",India,248334
15374,Filip Trpcevski,287,Right,"183cm / 6'0""",North Macedonia,268541
15375,Cheveyo Tsawa,361,Right,"183cm / 6'0""",Switzerland,71151
15376,Emre Uzun,379,Left,"179cm / 5'10""",Turkey,277670
15377,Nando Verdoni,450,Right,"185cm / 6'1""",Holland,266649
15378,Duke Verduin,325,Right,"195cm / 6'5""",Holland,275419
15379,Yannick Vötter,522,Right,"178cm / 5'10""",Austria,277002
15380,Wang Dongsheng,221,Left,"179cm / 5'10""",China PR,269539
15381,Christie Ward,508,Right,"178cm / 5'10""",England,271429
15382,Jack Warshawsky,459,Right,"189cm / 6'2""",Australia,270122
15383,David Webster,655,Right,"187cm / 6'2""",Republic of Ireland,190033
15384,Myles Weston,647,Left,"180cm / 5'11""",Antigua and Barbuda,169700
15385,Fabian Wilfinger,442,Right,"178cm / 5'10""",Austria,270034
15386,Nathan Wood,651,Right,"186cm / 6'1""",Wales,275987
15387,Leopold Wurm,506,Right,"194cm / 6'4""",Germany,277877
15388,Xu Yang,366,Left,"172cm / 5'8""",China PR,224668
15389,Ye Hong Gyu,401,Right,"171cm / 5'7""",Korea Republic,71460
15390,Yoon Suk Ju,199,Right,"178cm / 5'10""",Korea Republic,261121
15391,Marcus Younis,485,Right,"175cm / 5'9""",Australia,273530
15392,Nils Zätterström,310,Left,"190cm / 6'3""",Sweden,71553
15393,Zheng Haoqian,505,Right,"182cm / 6'0""",China PR,275190
15394,Abudulam Abdurasul,190,Right,"174cm / 5'9""",China PR,259653
15395,Mads Agger,603,Left,"181cm / 5'11""",Denmark,73298
15396,Asheer Akhtar,578,Right,"176cm / 5'9""",India,277570
15397,Waleed Al Enazi,90,Right,"190cm / 6'3""",Saudi Arabia,231146
15398,Abdulrahman Al Hajeri,596,Left,"179cm / 5'10""",Saudi Arabia,270626
15399,Omar Al Jadaani,21,Right,"166cm / 5'5""",Saudi Arabia,246689
15400,Ziyad Al Jari,90,Right,"182cm / 6'0""",Saudi Arabia,260250
15401,Suwailem Al Menhali,596,Right,"180cm / 5'11""",Saudi Arabia,271938
15402,Sharafi Al Saleem,333,Left,"165cm / 5'5""",Saudi Arabia,276766
15403,Hassan Al Slais,90,Right,"181cm / 5'11""",Saudi Arabia,257965
15404,Saleh Al Wehimid,264,Right,"184cm / 6'0""",Saudi Arabia,243213
15405,Mehmet Albayrak,184,Right,"186cm / 6'1""",Turkey,269190
15406,César Álvarez,564,Right,"172cm / 5'8""",Peru,70530
15407,Martin Alvsaker,520,Right,"181cm / 5'11""",Norway,71866
15408,Nathan Amanatidis,281,Right,"175cm / 5'9""",Australia,276840
15409,Joel Anasmo,474,Right,"190cm / 6'3""",Australia,70799
15410,Casper Andersson,582,Right,"184cm / 6'0""",Sweden,268424
15411,Hugo Andersson Mella,632,Right,"178cm / 5'10""",Sweden,71724
15412,Conner Antley,247,Right,"185cm / 6'1""",United States,71080
15413,Umit Aras,639,Right,"183cm / 6'0""",Sweden,70083
15414,Erion Avdija,568,Left,"180cm / 5'11""",Kosovo,73088
15415,Taylan Utku Aydın,265,Right,"180cm / 5'11""",Turkey,277744
15416,Hugo Bacharach,220,Right,"193cm / 6'4""",Spain,71435
15417,Emil Benny,493,Right,"171cm / 5'7""",India,271663
15418,Will Blackmore,516,Right,"185cm / 6'1""",England,258586
15419,Julian Bock,422,Right,"191cm / 6'3""",Switzerland,73176
15420,Oskar Boesen,470,Right,"182cm / 6'0""",Denmark,275271
15421,Maksymilian Boruc,406,Right,"195cm / 6'5""",Poland,263091
15422,Muhammed Canazlar,442,Right,"175cm / 5'9""",Austria,73189
15423,Saulo Cancho,564,Right,"170cm / 5'7""",Peru,70531
15424,Nicolás Cárcamo,328,Right,"174cm / 5'9""",Chile,71741
15425,Yiğit Emre Çeltik,362,Left,"164cm / 5'5""",Turkey,263724
15426,Chen Keqiang,347,Right,"183cm / 6'0""",China PR,261899
15427,Chen Chunxin,366,Right,"178cm / 5'10""",China PR,255597
15428,Peter Cherrie,654,Left,"188cm / 6'2""",Scotland,140300
15429,Amin Chiakha,172,Right,"180cm / 5'11""",Denmark,73447
15430,Nicolas Closset,197,Right,"185cm / 6'1""",Belgium,276925
15431,Joel Cotterill,627,Right,"183cm / 6'0""",Wales,268888
15432,Matías Daniele,263,Right,"195cm / 6'5""",Argentina,71811
15433,Rohit Danu,384,Right,"173cm / 5'8""",India,259311
15434,Abdulkarim Darisi,25,Right,"184cm / 6'0""",Saudi Arabia,277487
15435,Sourav Das,493,Right,"173cm / 5'8""",India,253509
15436,Arron Davies,604,Right,"191cm / 6'3""",England,73111
15437,Zenzo De Boeck,395,Left,"180cm / 5'11""",Belgium,73984
15438,Zac De Jesus,281,Right,"173cm / 5'8""",Australia,276656
15439,Neo Dobson,548,Left,"191cm / 6'3""",England,278988
15440,Aibanbha Dohling,554,Right,"175cm / 5'9""",India,253035
15441,Matthias Dollinger,511,Left,"174cm / 5'9""",Austria,276889
15442,Mamadou Doumbia,341,Left,"192cm / 6'4""",Mali,71181
15443,Albert Eames,341,Right,"180cm / 5'11""",England,71619
15444,Michael Edwards,284,Right,"193cm / 6'4""",United States,261419
15445,Otega Ekperuoh,560,Right,"202cm / 6'8""",Sweden,272914
15446,Nassim El Ouarti,472,Left,"180cm / 5'11""",Germany,271936
15447,Owen Elding,630,Right,"179cm / 5'10""",Republic of Ireland,277997
15448,Luis Engelns,427,Right,"188cm / 6'2""",Germany,71925
15449,Isaac Esquenazi,42,Right,"180cm / 5'11""",Chile,275147
15450,Sonny Fish,637,Right,"185cm / 6'1""",Wales,267745
15451,Aldo Galeano,562,Right,"185cm / 6'1""",Paraguay,274861
15452,Hunor Gedő,514,Left,"186cm / 6'1""",Romania,268799
15453,Mitch Glasson,281,Right,"180cm / 5'11""",Australia,276462
15454,Noah Grognuz,424,Right,"183cm / 6'0""",Switzerland,73177
15455,Jay Gupta,540,Left,"185cm / 6'1""",India,277580
15456,Filip Gustafsson,643,Right,"181cm / 5'11""",Sweden,70113
15457,Taha Habroune,119,Right,"182cm / 6'0""",United States,70155
15458,Matthew Hall,606,Right,"195cm / 6'5""",England,277342
15459,Aaron Harper-Bailey,655,Left,"194cm / 6'4""",England,73946
15460,Haakon Haugen,642,Right,"181cm / 5'11""",Norway,71931
15461,Nawaf Hazazi,80,Right,"168cm / 5'6""",Saudi Arabia,271941
15462,Heo Kang Joon,401,Right,"188cm / 6'2""",Korea Republic,260634
15463,Alexander Hidalgo,564,Left,"171cm / 5'7""",Peru,70532
15464,Akeel Higgins,294,Right,"188cm / 6'2""",England,278925
15465,Oliver Højer,172,Right,"176cm / 5'9""",Denmark,73448
15466,Hong Uk Hyun,278,Right,"188cm / 6'2""",Korea Republic,267403
15467,Silas Huber,361,Right,"195cm / 6'5""",Switzerland,73240
15468,Bertin Jacquesson,108,Right,"183cm / 6'0""",France,275293
15469,Noah James,634,Right,"195cm / 6'5""",Australia,245425
15470,William Kallenbach,555,Right,"176cm / 5'9""",Germany,71284
15471,Kang Min Woo,219,Right,"185cm / 6'1""",Korea Republic,71318
15472,Kim Han Seo,279,Right,"174cm / 5'9""",Korea Republic,71206
15473,Kim Tae Hun,278,Right,"189cm / 6'2""",Korea Republic,252428
15474,Kim Yu Sung,332,Right,"187cm / 6'2""",Korea Republic,255322
15475,Kim Ju Hwan,219,Right,"178cm / 5'10""",Korea Republic,255769
